Order ID,Order Date,Ship Date,Shipping Days,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin %,Revenue per Unit,Discount_Level,Order Size,Is_Profitable,High_Value_Order,On_Time_Shipping,Year,Month,Quarter,Weekday
CA-2017-159457,2017-10-19,2017-10-26,7,Standard Class,RD-19480,Rick Duston,Consumer,Central,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125,31.25,5.56,Medium,Medium,True,False,False,2017,10,4,Thursday
CA-2016-107615,2016-03-22,2016-03-25,3,First Class,RB-19645,Robert Barroso,Corporate,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0.0,19.3314,33.0,29.29,Low,Small,True,False,True,2016,3,1,Tuesday
CA-2017-111647,2017-07-03,2017-07-07,4,Standard Class,RD-19585,Rob Dowd,Consumer,Central,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,37.5,41.99,Medium,Medium,True,False,True,2017,7,3,Monday
CA-2015-150560,2015-12-11,2015-12-12,1,First Class,SW-20455,Shaun Weien,Consumer,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0.0,96.3438,49.0,98.31,Low,Small,True,False,True,2015,12,4,Friday
CA-2015-143077,2015-09-17,2015-09-21,4,Standard Class,SF-20965,Sylvia Foulston,Corporate,Central,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196,-47.5,10.97,High,Small,False,False,True,2015,9,3,Thursday
CA-2015-143077,2015-09-17,2015-09-21,4,Standard Class,SF-20965,Sylvia Foulston,Corporate,Central,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114,-155.0,2.2,High,Medium,False,False,True,2015,9,3,Thursday
CA-2016-122728,2016-05-18,2016-05-24,6,Standard Class,EB-13930,Eric Barreto,Consumer,West,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0.0,26.07,25.0,34.76,Low,Medium,True,False,False,2016,5,2,Wednesday
CA-2016-122728,2016-05-18,2016-05-24,6,Standard Class,EB-13930,Eric Barreto,Consumer,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0.0,8.7906,49.0,5.98,Low,Medium,True,False,False,2016,5,2,Wednesday
CA-2014-122882,2014-09-07,2014-09-13,6,Standard Class,SB-20290,Sean Braxton,Corporate,East,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,-22.5,64.78,Medium,Small,False,False,False,2014,9,3,Sunday
CA-2014-122882,2014-09-07,2014-09-13,6,Standard Class,SB-20290,Sean Braxton,Corporate,East,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176,13.33,10.79,High,Medium,True,False,False,2014,9,3,Sunday
CA-2014-122882,2014-09-07,2014-09-13,6,Standard Class,SB-20290,Sean Braxton,Corporate,East,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736,20.0,21.18,Medium,Small,True,False,False,2014,9,3,Sunday
CA-2014-122882,2014-09-07,2014-09-13,6,Standard Class,SB-20290,Sean Braxton,Corporate,East,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,-140.0,99.88,High,Medium,False,False,False,2014,9,3,Sunday
US-2016-101497,2016-09-29,2016-10-01,2,Second Class,PS-18760,Pamela Stobb,Consumer,West,Office Supplies,Paper,Xerox 1887,18.97,1,0.0,9.1056,48.0,18.97,Low,Small,True,False,True,2016,9,3,Thursday
CA-2016-147585,2016-11-07,2016-11-12,5,Standard Class,CB-12535,Claudia Bergmann,Corporate,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0.0,6.2244,42.0,4.94,Low,Medium,True,False,True,2016,11,4,Monday
CA-2017-149489,2017-04-24,2017-04-27,3,First Class,DK-12835,Damala Kotsonis,Corporate,East,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41,12.5,49.64,Medium,Small,True,False,True,2017,4,2,Monday
CA-2017-149489,2017-04-24,2017-04-27,3,First Class,DK-12835,Damala Kotsonis,Corporate,East,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99,-83.33,0.59,High,Small,False,False,True,2017,4,2,Monday
CA-2017-149489,2017-04-24,2017-04-27,3,First Class,DK-12835,Damala Kotsonis,Corporate,East,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638,-76.67,3.76,High,Small,False,False,True,2017,4,2,Monday
CA-2017-143798,2017-12-10,2017-12-12,2,First Class,AW-10840,Anthony Witt,Consumer,East,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288,35.0,5.18,Medium,Small,True,False,True,2017,12,4,Sunday
CA-2017-143798,2017-12-10,2017-12-12,2,First Class,AW-10840,Anthony Witt,Consumer,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,7.5,155.44,Medium,Small,True,False,True,2017,12,4,Sunday
CA-2014-142839,2014-08-16,2014-08-20,4,Standard Class,TS-21610,Troy Staebel,Consumer,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,-26.67,142.18,High,Large,False,True,True,2014,8,3,Saturday
CA-2017-129833,2017-12-09,2017-12-15,6,Standard Class,HF-14995,Herbert Flentye,Consumer,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0.0,15.387,46.0,6.69,Low,Medium,True,False,False,2017,12,4,Saturday
CA-2017-129833,2017-12-09,2017-12-15,6,Standard Class,HF-14995,Herbert Flentye,Consumer,Central,Office Supplies,Binders,Economy Binders,10.4,5,0.0,5.096,49.0,2.08,Low,Medium,True,False,False,2017,12,4,Saturday
US-2016-154361,2016-03-14,2016-03-19,5,Standard Class,HZ-14950,Henia Zydlo,Consumer,East,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905,28.75,4.38,Medium,Medium,True,False,True,2016,3,1,Monday
US-2016-158708,2016-06-26,2016-06-29,3,Second Class,AB-10255,Alejandro Ballentine,Home Office,Central,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742,26.25,6.81,Medium,Small,True,False,True,2016,6,2,Sunday
CA-2015-156335,2015-09-25,2015-09-28,3,Second Class,PO-19195,Phillina Ober,Home Office,East,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0.0,19.8276,31.0,15.99,Low,Medium,True,False,True,2015,9,3,Friday
CA-2015-156335,2015-09-25,2015-09-28,3,Second Class,PO-19195,Phillina Ober,Home Office,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0.0,7.0854,49.0,4.82,Low,Medium,True,False,True,2015,9,3,Friday
CA-2015-156335,2015-09-25,2015-09-28,3,Second Class,PO-19195,Phillina Ober,Home Office,East,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0.0,52.49,50.0,52.49,Low,Small,True,False,True,2015,9,3,Friday
CA-2015-148376,2015-12-27,2015-12-31,4,Standard Class,AG-10900,Arthur Gainer,Consumer,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0.0,31.0184,29.0,53.48,Low,Small,True,False,True,2015,12,4,Sunday
CA-2015-148376,2015-12-27,2015-12-31,4,Standard Class,AG-10900,Arthur Gainer,Consumer,West,Office Supplies,Labels,Avery 497,21.56,7,0.0,10.3488,48.0,3.08,Low,Large,True,False,True,2015,12,4,Sunday
CA-2014-135657,2014-06-03,2014-06-07,4,Second Class,SC-20725,Steven Cartwright,Consumer,West,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0.0,113.4936,22.0,85.98,Low,Large,True,True,True,2014,6,2,Tuesday
CA-2015-114069,2015-07-13,2015-07-15,2,Second Class,ND-18370,Natalie DeCherney,Consumer,East,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,36.25,5.9,Medium,Small,True,False,True,2015,7,3,Monday
CA-2015-114069,2015-07-13,2015-07-15,2,Second Class,ND-18370,Natalie DeCherney,Consumer,East,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84,16.67,214.56,Low,Large,True,True,True,2015,7,3,Monday
CA-2015-114069,2015-07-13,2015-07-15,2,Second Class,ND-18370,Natalie DeCherney,Consumer,East,Office Supplies,Paper,Easy-staple paper,9.96,2,0.0,4.6812,47.0,4.98,Low,Small,True,False,True,2015,7,3,Monday
CA-2014-139857,2014-02-02,2014-02-06,4,Standard Class,CD-12790,Cynthia Delaney,Home Office,West,Office Supplies,Fasteners,Staples,12.35,5,0.0,5.8045,47.0,2.47,Low,Medium,True,False,True,2014,2,1,Sunday
CA-2016-106306,2016-03-08,2016-03-08,0,Same Day,PG-18820,Patrick Gardner,Consumer,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148,-73.33,3.23,High,Medium,False,False,True,2016,3,1,Tuesday
CA-2015-100545,2015-11-22,2015-11-26,4,Standard Class,IM-15070,Irene Maddox,Consumer,East,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2,0.7,-9.288,-80.0,5.8,High,Small,False,False,True,2015,11,4,Sunday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Office Supplies,Labels,Avery 500,43.86,6,0.0,20.6142,47.0,7.31,Low,Large,True,False,False,2017,10,4,Monday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,11.25,74.24,Medium,Small,True,False,False,2017,10,4,Monday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,0.0,3.71,50.0,3.71,Low,Small,True,False,False,2017,10,4,Monday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999,-1.25,71.99,Medium,Small,False,False,False,2017,10,4,Monday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,33.0,3.98,Low,Medium,True,False,False,2017,10,4,Monday
CA-2017-123491,2017-10-30,2017-11-05,6,Standard Class,JK-15205,Jamie Kunitz,Consumer,West,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0.0,510.636,30.0,121.58,Low,Very Large,True,True,False,2017,10,4,Monday
CA-2015-145401,2015-01-30,2015-02-04,5,Standard Class,JP-15520,Jeremy Pistek,Consumer,Central,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064,35.0,2.38,Medium,Large,True,False,True,2015,1,1,Friday
US-2017-124968,2017-09-08,2017-09-13,5,Second Class,MM-18055,Michelle Moray,Consumer,Central,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625,-74.0,109.38,High,Large,False,True,True,2017,9,3,Friday
CA-2017-104003,2017-10-07,2017-10-13,6,Standard Class,DC-13285,Debra Catini,Consumer,West,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784,-4.71,153.83,Medium,Small,False,False,False,2017,10,4,Saturday
CA-2016-154788,2016-04-30,2016-05-04,4,Standard Class,JL-15835,John Lee,Consumer,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,36.25,3.86,Medium,Small,True,False,True,2016,4,2,Saturday
CA-2016-169943,2016-05-19,2016-05-24,5,Standard Class,BN-11515,Bradley Nguyen,Consumer,East,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0.0,70.441,29.0,48.58,Low,Medium,True,False,True,2016,5,2,Thursday
CA-2016-169943,2016-05-19,2016-05-24,5,Standard Class,BN-11515,Bradley Nguyen,Consumer,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0.0,0.0,0.0,90.98,Low,Medium,False,False,True,2016,5,2,Thursday
CA-2016-169943,2016-05-19,2016-05-24,5,Standard Class,BN-11515,Bradley Nguyen,Consumer,East,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0.0,15.0864,42.0,8.98,Low,Medium,True,False,True,2016,5,2,Thursday
CA-2016-169943,2016-05-19,2016-05-24,5,Standard Class,BN-11515,Bradley Nguyen,Consumer,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0.0,12.3256,31.0,4.97,Low,Large,True,False,True,2016,5,2,Thursday
CA-2016-169943,2016-05-19,2016-05-24,5,Standard Class,BN-11515,Bradley Nguyen,Consumer,East,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92,31.25,11.94,Medium,Medium,True,False,True,2016,5,2,Thursday
US-2015-123218,2015-12-20,2015-12-25,5,Standard Class,KD-16345,Katherine Ducich,Consumer,Central,Technology,Phones,Apple iPhone 5C,159.984,2,0.2,11.9988,7.5,79.99,Medium,Small,True,False,True,2015,12,4,Sunday
US-2015-123218,2015-12-20,2015-12-25,5,Standard Class,KD-16345,Katherine Ducich,Consumer,Central,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936,20.0,63.99,Medium,Medium,True,False,True,2015,12,4,Sunday
US-2015-123218,2015-12-20,2015-12-25,5,Standard Class,KD-16345,Katherine Ducich,Consumer,Central,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116,-20.0,119.69,Medium,Medium,False,False,True,2015,12,4,Sunday
CA-2015-127453,2015-12-19,2015-12-20,1,First Class,JK-15370,Jay Kimmel,Consumer,East,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352,10.0,144.78,Medium,Medium,True,False,True,2015,12,4,Saturday
CA-2015-127453,2015-12-19,2015-12-20,1,First Class,JK-15370,Jay Kimmel,Consumer,East,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444,12.5,1.78,Medium,Small,True,False,True,2015,12,4,Saturday
CA-2015-127453,2015-12-19,2015-12-20,1,First Class,JK-15370,Jay Kimmel,Consumer,East,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728,8.75,22.21,Medium,Medium,True,False,True,2015,12,4,Saturday
US-2017-164056,2017-04-29,2017-05-04,5,Second Class,FM-14215,Filia McAdams,Corporate,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89,-6.67,209.67,High,Medium,False,True,True,2017,4,2,Saturday
CA-2016-106894,2016-02-07,2016-02-07,0,Same Day,CA-12265,Christina Anderson,Consumer,South,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,0.0,21.0,21.0,25.0,Low,Medium,True,False,True,2016,2,1,Sunday
CA-2016-106894,2016-02-07,2016-02-07,0,Same Day,CA-12265,Christina Anderson,Consumer,South,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0.0,3.6018,46.0,2.61,Low,Medium,True,False,True,2016,2,1,Sunday
CA-2014-125136,2014-09-28,2014-10-03,5,Standard Class,KD-16495,Keith Dawkins,Corporate,South,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,8,0.2,31.2832,32.5,12.03,Medium,Large,True,False,True,2014,9,3,Sunday
CA-2014-125136,2014-09-28,2014-10-03,5,Standard Class,KD-16495,Keith Dawkins,Corporate,South,Office Supplies,Paper,Xerox 195,10.688,2,0.2,3.7408,35.0,5.34,Medium,Small,True,False,True,2014,9,3,Sunday
US-2016-131149,2016-07-10,2016-07-14,4,Standard Class,LH-17155,Logan Haushalter,Consumer,Central,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,-10.0,112.68,Medium,Medium,False,False,True,2016,7,3,Sunday
US-2016-131149,2016-07-10,2016-07-14,4,Standard Class,LH-17155,Logan Haushalter,Consumer,Central,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352,11.25,38.56,Medium,Medium,True,False,True,2016,7,3,Sunday
CA-2017-101483,2017-07-29,2017-08-01,3,Second Class,AG-10675,Anna Gayman,Consumer,South,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,18.75,17.42,Medium,Small,True,False,True,2017,7,3,Saturday
CA-2017-101483,2017-07-29,2017-08-01,3,Second Class,AG-10675,Anna Gayman,Consumer,South,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5,0.2,1.375,6.25,4.4,Medium,Medium,True,False,True,2017,7,3,Saturday
CA-2017-101483,2017-07-29,2017-08-01,3,Second Class,AG-10675,Anna Gayman,Consumer,South,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822,8.75,1.46,Medium,Medium,True,False,True,2017,7,3,Saturday
CA-2015-130204,2015-09-03,2015-09-09,6,Standard Class,DB-13120,David Bremer,Corporate,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.4888,27.0,10.48,Low,Medium,True,False,False,2015,9,3,Thursday
CA-2015-130204,2015-09-03,2015-09-09,6,Standard Class,DB-13120,David Bremer,Corporate,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0.0,3.401,19.0,8.95,Low,Small,True,False,False,2015,9,3,Thursday
CA-2015-130204,2015-09-03,2015-09-09,6,Standard Class,DB-13120,David Bremer,Corporate,West,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0.0,46.602,36.0,25.89,Low,Medium,True,False,False,2015,9,3,Thursday
CA-2014-110527,2014-08-09,2014-08-16,7,Standard Class,ED-13885,Emily Ducich,Home Office,West,Office Supplies,Labels,Avery 494,20.88,8,0.0,9.6048,46.0,2.61,Low,Large,True,False,False,2014,8,3,Saturday
CA-2017-152807,2017-10-30,2017-11-03,4,Standard Class,MC-18100,Mick Crebagga,Consumer,East,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576,35.0,5.18,Medium,Medium,True,False,True,2017,10,4,Monday
CA-2017-152807,2017-10-30,2017-11-03,4,Standard Class,MC-18100,Mick Crebagga,Consumer,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856,13.75,3.58,Medium,Small,True,False,True,2017,10,4,Monday
CA-2017-152807,2017-10-30,2017-11-03,4,Standard Class,MC-18100,Mick Crebagga,Consumer,East,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128,-22.5,5.58,Medium,Small,False,False,True,2017,10,4,Monday
CA-2017-152807,2017-10-30,2017-11-03,4,Standard Class,MC-18100,Mick Crebagga,Consumer,East,Technology,Accessories,First Data FD10 PIN Pad,442.4,7,0.2,-55.3,-12.5,63.2,Medium,Large,False,False,True,2017,10,4,Monday
CA-2014-133270,2014-06-06,2014-06-09,3,First Class,BM-11785,Bryan Mills,Consumer,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0.0,4.9432,37.0,6.68,Low,Small,True,False,True,2014,6,2,Friday
CA-2016-155670,2016-08-13,2016-08-17,4,Second Class,EM-14065,Erin Mull,Consumer,South,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368,-73.33,1.4,High,Large,False,False,True,2016,8,3,Saturday
CA-2016-155670,2016-08-13,2016-08-17,4,Second Class,EM-14065,Erin Mull,Consumer,South,Office Supplies,Paper,Easy-staple paper,10.272,3,0.2,3.21,31.25,3.42,Medium,Medium,True,False,True,2016,8,3,Saturday
US-2014-157406,2014-04-25,2014-04-29,4,Standard Class,DA-13450,Dianna Arnett,Home Office,Central,Office Supplies,Paper,Xerox 1985,10.368,2,0.2,3.6288,35.0,5.18,Medium,Small,True,False,True,2014,4,2,Friday
US-2014-157406,2014-04-25,2014-04-29,4,Standard Class,DA-13450,Dianna Arnett,Home Office,Central,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.546,8.75,2.08,Medium,Medium,True,False,True,2014,4,2,Friday
CA-2015-139094,2015-11-22,2015-11-27,5,Standard Class,MO-17800,Meg O'Connel,Home Office,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,2,0.3,-32.5226,-15.71,103.48,Medium,Small,False,False,True,2015,11,4,Sunday
CA-2017-168837,2017-10-14,2017-10-17,3,First Class,JW-15955,Joni Wasserman,Consumer,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0.0,3.6894,39.0,4.73,Low,Small,True,False,True,2017,10,4,Saturday
CA-2017-116715,2017-12-02,2017-12-05,3,First Class,VW-21775,Victoria Wilson,Corporate,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0.0,151.0974,27.0,62.18,Low,Large,True,True,True,2017,12,4,Saturday
CA-2017-116715,2017-12-02,2017-12-05,3,First Class,VW-21775,Victoria Wilson,Corporate,West,Office Supplies,Paper,Xerox 1940,109.92,2,0.0,53.8608,49.0,54.96,Low,Small,True,False,True,2017,12,4,Saturday
CA-2017-116715,2017-12-02,2017-12-05,3,First Class,VW-21775,Victoria Wilson,Corporate,West,Office Supplies,Paper,Xerox 1962,8.56,2,0.0,3.852,45.0,4.28,Low,Small,True,False,True,2017,12,4,Saturday
CA-2015-135622,2015-12-08,2015-12-11,3,Second Class,TT-21460,Tonja Turnell,Home Office,Central,Office Supplies,Paper,Xerox 1945,360.712,11,0.2,130.7581,36.25,32.79,Medium,Very Large,True,False,True,2015,12,4,Tuesday
CA-2015-135622,2015-12-08,2015-12-11,3,Second Class,TT-21460,Tonja Turnell,Home Office,Central,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36,8.75,286.4,Medium,Large,True,True,True,2015,12,4,Tuesday
US-2015-107349,2015-07-13,2015-07-15,2,First Class,SL-20155,Sara Luxemburg,Home Office,Central,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6,0.8,-66.5088,-160.0,6.93,High,Large,False,False,True,2015,7,3,Monday
CA-2014-139017,2014-05-11,2014-05-17,6,Standard Class,RM-19375,Raymond Messe,Consumer,Central,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154,16.25,23.43,Medium,Small,True,False,False,2014,5,2,Sunday
CA-2014-141817,2014-01-05,2014-01-12,7,Standard Class,MB-18085,Mick Brown,Consumer,East,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,0.2,4.884,25.0,6.51,Medium,Medium,True,False,False,2014,1,1,Sunday
CA-2015-130785,2015-09-05,2015-09-09,4,Standard Class,AG-10900,Arthur Gainer,Consumer,West,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392,-1.18,102.83,Medium,Medium,False,False,True,2015,9,3,Saturday
CA-2015-130785,2015-09-05,2015-09-09,4,Standard Class,AG-10900,Arthur Gainer,Consumer,West,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,33.75,4.79,Medium,Large,True,False,True,2015,9,3,Saturday
CA-2015-130785,2015-09-05,2015-09-09,4,Standard Class,AG-10900,Arthur Gainer,Consumer,West,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,-7.06,97.73,Medium,Medium,False,False,True,2015,9,3,Saturday
CA-2016-110254,2016-08-04,2016-08-08,4,Standard Class,ML-17755,Max Ludwig,Home Office,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0.0,10.518,30.0,17.53,Low,Small,True,False,True,2016,8,3,Thursday
CA-2016-110254,2016-08-04,2016-08-08,4,Standard Class,ML-17755,Max Ludwig,Home Office,South,Office Supplies,Labels,Avery 476,4.13,1,0.0,1.8998,46.0,4.13,Low,Small,True,False,True,2016,8,3,Thursday
CA-2016-110254,2016-08-04,2016-08-08,4,Standard Class,ML-17755,Max Ludwig,Home Office,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0.0,46.116,42.0,12.2,Low,Large,True,False,True,2016,8,3,Thursday
CA-2016-110254,2016-08-04,2016-08-08,4,Standard Class,ML-17755,Max Ludwig,Home Office,South,Office Supplies,Labels,Avery 478,9.82,2,0.0,4.8118,49.0,4.91,Low,Small,True,False,True,2016,8,3,Thursday
US-2014-158057,2014-03-22,2014-03-26,4,Standard Class,CC-12685,Craig Carroll,Consumer,South,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4,0.7,-5.8604,-76.67,1.91,High,Medium,False,False,True,2014,3,1,Saturday
US-2014-158057,2014-03-22,2014-03-26,4,Standard Class,CC-12685,Craig Carroll,Consumer,South,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,5,0.7,-39.4565,-76.67,10.29,High,Medium,False,False,True,2014,3,1,Saturday
CA-2017-146024,2017-03-02,2017-03-08,6,Standard Class,SC-20770,Stewart Carmichael,Corporate,Central,Office Supplies,Supplies,Staple remover,6.976,4,0.2,-1.3952,-20.0,1.74,Medium,Medium,False,False,False,2017,3,1,Thursday
CA-2017-146024,2017-03-02,2017-03-08,6,Standard Class,SC-20770,Stewart Carmichael,Corporate,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,0.8,-20.1663,-165.0,1.75,High,Large,False,False,False,2017,3,1,Thursday
CA-2016-129686,2016-11-27,2016-11-29,2,Second Class,GG-14650,Greg Guthrie,Corporate,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496,-25.0,48.99,Medium,Small,False,False,True,2016,11,4,Sunday
CA-2016-129686,2016-11-27,2016-11-29,2,Second Class,GG-14650,Greg Guthrie,Corporate,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,0.2,19.5,31.25,10.4,Medium,Large,True,False,True,2016,11,4,Sunday
CA-2014-118976,2014-04-28,2014-05-03,5,Standard Class,MY-18295,Muhammed Yedwab,Corporate,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0.0,9.387,45.0,10.43,Low,Small,True,False,True,2014,4,2,Monday
CA-2014-118976,2014-04-28,2014-05-03,5,Standard Class,MY-18295,Muhammed Yedwab,Corporate,East,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0.0,129.3786,26.0,55.29,Low,Large,True,False,True,2014,4,2,Monday
